dataset,model_id,best_loss,best_epoch,total_epochs
heston,A1,-7.444044351577759,25,100
heston,A2,-0.9266527220606804,40,100
heston,A3,0.26481904843680204,70,100
heston,A4,-7.45443320274353,16,100
heston,B1,-0.9265078517556955,8,100
heston,B2,0.5496572274714708,8,100
heston,B3,-7.366117298603058,11,100
heston,B4,0.06961060571484268,24,100
heston,B5,0.06276975898072124,87,100
