dataset,model_id,best_loss,best_epoch,total_epochs
fbm_h06,A1,-3.2521864771842957,31,100
fbm_h06,A2,-0.35134250670671463,35,100
fbm_h06,A3,-0.00830620135697091,100,100
fbm_h06,A4,-2.967857301235199,38,100
fbm_h06,B1,-1.5657477949657412,12,100
fbm_h06,B2,-0.31359272124245763,7,100
fbm_h06,B3,-2.8728002086281776,18,100
fbm_h06,B4,0.22209018375724554,6,100
fbm_h06,B5,0.6446786411106586,43,100
