dataset,model_id,best_loss,best_epoch,total_epochs
fbm_h07,A1,-3.1751475632190704,37,100
fbm_h07,A2,-0.38731927052140236,30,100
fbm_h07,A3,0.00011896048920900792,64,100
fbm_h07,A4,-3.552038699388504,47,100
fbm_h07,B1,-1.5981223202030854,18,100
fbm_h07,B2,-0.16822345042601228,5,100
fbm_h07,B3,-2.8645114079117775,16,100
fbm_h07,B4,0.18907828023657203,17,100
fbm_h07,B5,0.4436293225735426,80,100
