dataset,model_id,best_loss,best_epoch,total_epochs
rbergomi,A1,-7.565753221511841,27,100
rbergomi,A2,-0.9311449602246284,46,100
rbergomi,A3,0.3376081863970266,98,100
rbergomi,A4,-7.542646408081055,16,100
rbergomi,B1,-0.903194210383442,5,100
rbergomi,B2,0.5623612459748983,11,100
rbergomi,B3,-7.493896096944809,9,100
rbergomi,B4,0.06362263881601393,26,100
rbergomi,B5,0.04951948579400778,75,100
