model_id,base_model,best_g_loss,best_epoch,final_g_loss,final_d_loss,epochs_trained,total_time,adversarial
A2_ADV,A2,0.010245696624643585,67,0.014312686087066595,0.0,77,195.53326392173767,True
A3_ADV,A3,0.015044023748487234,82,0.029391505289822817,0.0,92,235.41622400283813,True
B1_ADV,B1,1.389858912312775,6,1.3960772049940715,0.0,16,64.60306930541992,True
B2_ADV,B2,0.9570774552412331,6,0.967009034473449,0.0,16,66.34960103034973,True
B4_ADV,B4,0.9574631596915424,2,0.9646431128494442,0.0,12,49.5610466003418,True
B5_ADV,B5,1.3851646703915321,7,1.3950178983814112,0.0,17,67.37135291099548,True
