dataset,model_id,best_loss,best_epoch,total_epochs
fbm_h03,A1,-2.6528738141059875,18,100
fbm_h03,A2,-0.3061366640031338,19,100
fbm_h03,A3,7.552579665537351e-05,98,100
fbm_h03,A4,-3.3619496822357178,40,100
fbm_h03,B1,-2.193648081401564,4,100
fbm_h03,B2,-0.04186003963695839,20,100
fbm_h03,B3,-2.8300695195794106,29,100
fbm_h03,B4,0.20552128367125988,13,100
fbm_h03,B5,0.6373266354203224,100,100
