model_id,base_model,best_g_loss,best_epoch,final_g_loss,final_d_loss,epochs_trained,total_time,adversarial
A2_ADV,A2,0.010156167686439233,67,0.011432058079762442,0.0,77,154.43476104736328,True
A3_ADV,A3,0.01509045623242855,82,0.02973349578678608,0.0,92,186.5246021747589,True
B1_ADV,B1,1.389858892564007,6,1.3960771967649634,0.0,16,49.98836898803711,True
B2_ADV,B2,0.9570773942396045,6,0.9670089511200786,0.0,16,50.47655987739563,True
B4_ADV,B4,0.9574630632996559,2,0.9646430239081383,0.0,12,38.110954999923706,True
B5_ADV,B5,1.385164667848585,7,1.3950179003877565,0.0,17,53.14307904243469,True
